Name,Address,Phone,Website,Category,Email,Detail_URL
"MA Executive Cleaning Services, LLC","137 Beck Rd

York
PA
17403",(443) 465-8974,http://www.maexecutivecleaning.com,Cleaning & Janitorial Services,,https://business.ycea-pa.org/list/member/ma-executive-cleaning-services-llc-york-22838
Manpower,"1550 Kenneth Rd

York
PA
17408",(717) 764-7841,https://www.manpower.com/ManpowerUSA/home/!ut/p/z1/dYzLCsIwFES_ptvcSyOhuAtFSKQgumm9G0lL-qAxKWl04ddbcCXo7M5wZoCgAfLmOQ0mTcEbt_GVxG13UkKrEqvicMlRCn3Oucp5qTnUQECbgn8iEY5Agwvt5036lhcDULS9jTayR9zqMaVl3WeYoWO96Wwbwsy6cM_w12QMa4Lm24Rl9q_K1vIN6TFYKA!!/dz/d5/L0lDUmlTUSEhL3dHa0FKRnNBLzROV3FpQSEhL2VuX1VT/,Employment Services,,https://business.ycea-pa.org/list/member/manpower-1013
MANTEC,"600 North Hartley Street
Suite 100

York
PA
17404-2894",(717) 843-5054,http://www.mantec.org,Business Services,,https://business.ycea-pa.org/list/member/mantec-york-1015
"MASK-ET Services, LLC","795 Church Rd

York
PA
17404-1275",(866) 803-8088,http://www.masketservices.com,Coffee Service & Supplies,,https://business.ycea-pa.org/list/member/mask-et-services-llc-15812
"Master Staffing, LLC.","1800 E. Market St.

York
PA
17402",(717) 751-6000,http://Masterstaffing.net,Workforce Development,,https://business.ycea-pa.org/list/member/master-staffing-llc-22564
Master Window Cleaning,"1301 E Market St

York
PA
17403",(717) 846-1354,http://www.masterwindowcleaning.com,Window Cleaning,,https://business.ycea-pa.org/list/member/master-window-cleaning-york-1040
McNees Wallace & Nurick,"316 N. George St.

York
PA
17401",(717) 232-8000,http://www.mcneeslaw.com,Attorneys,,https://business.ycea-pa.org/list/member/mcnees-wallace-nurick-1043
MDS Engineering,"1 Rathton Road

York
PA
17403",(717) 803-3910,http://www.MDSengineering.com,Engineers - Design,,https://business.ycea-pa.org/list/member/mds-engineering-23139
"MedPoint Practice Solutions, Inc.","200 Bailey Drive Suite 7

Stewartstown
PA
17363",(443) 690-2075,http://www.medpointpracticesolutions.com,Consultants - Business,,https://business.ycea-pa.org/list/member/medpoint-practice-solutions-inc-23492
Micron Inspection and Calibration Services,"2870 Haymeadow Dr.

York
PA
17406",(717) 266-5775,http://www.micronpa.com,Laboratories,,https://business.ycea-pa.org/list/member/micron-inspection-and-calibration-services-19396
"Mid-Atlantic Valuation Group, Inc.","30 S Queen St

York
PA
17403",(717) 699-4434,http://www.mvginc.com,Real Estate - Appraisal Services,,https://business.ycea-pa.org/list/member/mid-atlantic-valuation-group-inc-7765
Miller Home Sales,"17880 Barrens Rd. N

Stewartstown
PA
17363",(717) 993-6456,,Real Estate - Property Management,,https://business.ycea-pa.org/list/member/miller-home-sales-21136
Mount Rose Barberama,"1160 Mount Rose Ave

York
PA
17403",(717) 843-7522,,Personal Services,,https://business.ycea-pa.org/list/member/mount-rose-barberama-york-5750
MPL Law Firm,"96 S. George Street
5th Floor

York
PA
17401",(717) 845-1524,http://www.mpl-law.com,Attorneys,,https://business.ycea-pa.org/list/member/mpl-law-firm-23864
MRG Laboratories,"410 Kings Mill Rd

York
PA
17401",(717) 843-8884,http://www.mrgcorp.com,Laboratories,,https://business.ycea-pa.org/list/member/mrg-laboratories-7027
Murphy & Dittenhafer Architects,"226 W Market St

York
PA
17401",(717) 848-8627,http://www.murphydittenhafer.com/,Architects,,https://business.ycea-pa.org/list/member/murphy-dittenhafer-architects-1121
New Concept Hair Studio,"376 E Market St

York
PA
17403",(717) 747-3838,,Personal Services,,https://business.ycea-pa.org/list/member/new-concept-hair-studio-23646
Next Move Marketing,"463 W. Market St, 3rd Fl.

York
PA
17401",(717) 764-1763,http://www.nextmovemarketing.com/,Business Services,,https://business.ycea-pa.org/list/member/next-move-marketing-20652
Nexterus Inc.,"802 Far Hills Dr

New Freedom
PA
17349",(717) 227-5000,http://www.nexterus.com,Logistics - Supply Chain Management,,https://business.ycea-pa.org/list/member/nexterus-inc-7625
Normandie Ridge,"1700 Normandie Dr

York
PA
17408",(717) 764-6262,http://www.normandieridge.org,Retirement Communities,,https://business.ycea-pa.org/list/member/normandie-ridge-1882
NorthPoint Development,"3315 N OAK TRFY

Riverside
MO
64116-2775",(816) 888-7380,http://www.beyondthecontract.com,Real Estate - Property Management,,https://business.ycea-pa.org/list/member/northpoint-development-20671
NUTEC,"3501 Concord Rd.

York
PA
17402",(717) 751-0300,https://www.teamnutec.com/,Engineers - Structural,,https://business.ycea-pa.org/list/member/nutec-1167
Office Pride Commercial Cleaning Services of York,"Stewartstown
PA
17363",(717) 501-1487,http://www.officepride.com/0346,Cleaning & Janitorial Services,,https://business.ycea-pa.org/list/member/office-pride-commercial-cleaning-services-of-york-22453
Offit Kurman,"1801 Market Street
Suite 2300

Philadelphia
PA
19103",(267) 338-1300,http://offitkurman.com,Attorneys,,https://business.ycea-pa.org/list/member/offit-kurman-philadelphia-23605
"Organic Remedies, Inc.","2215 WALNUT BOTTOM RD 

York
PA
 17408-9412",(717) 819-3895,http://www.OrganicRemediesPA.com,Cannabis,,https://business.ycea-pa.org/list/member/organic-remedies-inc-22526
Organization Development & Training,"Hanover
PA
17331",(717) 633-5331,,Consultants - Business,,https://business.ycea-pa.org/list/member/organization-development-training-20614
"PACE Resources, Inc.","445 W PHILADELPHIA ST

York
PA
17401-3383",(717) 852-1300,http://www.pace-resources.com/,Holding Companies,,https://business.ycea-pa.org/list/member/pace-resources-inc-14955
Paul Davis Restoration of Susquehanna Valley,"621 Lowther Rd

Lewisberry
PA
17339",(717) 614-1719,http://pdrsusqvalley.com,Fire & Water Restoration,,https://business.ycea-pa.org/list/member/paul-davis-restoration-of-susquehanna-valley-23220
Pennsylvania CareerLink York County,"841 Vogelsong Rd

York
PA
17404",(717) 767-7600,http://www.pacareerlink.state.pa.us,Employment Services,,https://business.ycea-pa.org/list/member/pennsylvania-careerlink-york-county-1809
Postal Connections 209,"211 Pauline Dr

York
PA
17402",(717) 718-1773,https://www.postalconnectionsyork.com,"Mail Delivery, Postage & Package Handling",,https://business.ycea-pa.org/list/member/postal-connections-209-23612
ProActive Leadership Group,"York
PA
17404",(717) 881-9015,http://www.resultsimproved.com,Consultants - Business,,https://business.ycea-pa.org/list/member/proactive-leadership-group-22395
Prodigy Spectrum Personal Care Home,"626 West Market Street

York
PA
17401",(717) 650-0051,http://www.prodigyspectrum.com,Real Estate - Property Management,,https://business.ycea-pa.org/list/member/prodigy-spectrum-personal-care-home-23153
"Production Express, Inc.","340 E Boundary Ave

York
PA
17403-3236",(717) 854-5265,http://www.proexp.com,Sound Systems & Equipment,,https://business.ycea-pa.org/list/member/production-express-inc-4366
"Property Management Enterprises, LLC  / The Apartment Gallery","1 Waterford Professional Center

York
PA
17402",(717) 757-7807,http://www.theapartmentgallery.com,Real Estate - Property Management,,https://business.ycea-pa.org/list/member/property-management-enterprises-llc-the-apartment-gallery-20913
Prospect Hill Cemetery & Cremation Gardens,"700 N George St

York
PA
17404",(717) 843-8006,http://www.prospecthill.org,"Cemetery, Memorial & Cremation Services",,https://business.ycea-pa.org/list/member/prospect-hill-cemetery-cremation-gardens-york-1299
Providence Engineering Corp.,"41 E Market St, Ste 100

York
PA
17401",(717) 793-3997,http://www.proveng.com,Engineers - Structural,,https://business.ycea-pa.org/list/member/providence-engineering-corp-15392
Real Life CPR LLC,"2782 S.Queen St.

Dallastown
PA
17313",(202) 495-1298,http://reallifecpr.org,Health & Nutrition,,https://business.ycea-pa.org/list/member/real-life-cpr-llc-23727
"Realtors Association of York & Adams Counties, Inc.","901 Smile Way

York
PA
17404",(717) 843-7891,http://www.rayac.com,Real Estate - Associations,,https://business.ycea-pa.org/list/member/realtors-association-of-york-adams-counties-inc-york-1817
Realty One Group Generations,"3995 E Market Street
Lower Level

York
Pennsylvania
17402",(717) 891-3873,https://www.roggenerations.com/,Real Estate - Residential,,https://business.ycea-pa.org/list/member/realty-one-group-generations-22830
Restoration Relief,"585 McAllister St

Hanover
PA
17331",(717) 656-7234,http://restorationrelief.com,Fire & Water Restoration,,https://business.ycea-pa.org/list/member/restoration-relief-hanover-23639
"Reynolds AV, LLC","250 Mummert's Church Rd

Abbottstown
PA
17301-9724",(717) 259-0288,http://www.reynoldsav.com,Sound Systems & Equipment,,https://business.ycea-pa.org/list/member/reynolds-av-llc-18223
"RGS Associates, Inc.","221 W. Philadelphia St.

York
PA
17401",(717) 854-3910,http://www.rgsassociates.com,Engineers - Civil,,https://business.ycea-pa.org/list/member/rgs-associates-inc-14498
Rick Smith-Berkshire Hathway,"2525 Eastern Blvd

York
PA
17402",(717) 718-8470,http://www.ricksmithteam.com,Real Estate - Residential,,https://business.ycea-pa.org/list/member/rick-smith-prudential-bob-yost-york-6646
Riddle's Appliance Center,"33 E Broadway

Red Lion
PA
17356-1498",(717) 244-8523,http://www.riddlesappliance.com,Appliance Sales & Service,,https://business.ycea-pa.org/list/member/riddle-s-appliance-center-7905
"RMF Engineering, Inc.","75 Acco Dr. Ste A-10

York
PA
17402",(717) 814-5498,http://www.rmf.com,Consultants - Engineering,,https://business.ycea-pa.org/list/member/rmf-engineering-inc-21109
"ROCK Commercial Real Estate, LLC","221 W Philadelphia St, Ste 19

York
PA
17401",(717) 854-5357,http://www.rockrealestate.net,Real Estate - Commercial,,https://business.ycea-pa.org/list/member/rock-commercial-real-estate-llc-7709
"Runkleâ€™s Notary, Tag & Title","1120 Roosevelt Ave

York
PA
17404",(717) 812-9292,http://www.runkles.com,Notary Public,,https://business.ycea-pa.org/list/member/runkle-s-notary-tag-title-5947
"Schaad Detective Agency, Inc.","1114 Roosevelt Ave

York
PA
17404",(717) 846-2192,http://www.schaad.com,Security Services & Systems,,https://business.ycea-pa.org/list/member/schaad-detective-agency-inc-york-1406
ServiceMaster Clean,"2320 Tower Dr

Dover
PA
17315",(717) 767-4567,http://www.smbldgservices.com,Cleaning & Janitorial Services,,https://business.ycea-pa.org/list/member/servicemaster-clean-dover-19532
ServiceMaster Clean,"3545 Marietta Ave. Ste R

Lancaster
PA
17601",(717) 390-2044,http://www.smbldgservices.com/,Cleaning & Janitorial Services,,https://business.ycea-pa.org/list/member/servicemaster-clean-21027
"SERVPRO of Reading Township, York City","441 E Market St
Suite 2103

York
PA
17403",(717) 484-1184,https://www.servproreadinghamiltontwps.com/,Fire & Water Restoration,,https://business.ycea-pa.org/list/member/servpro-of-reading-township-york-city-23684
Servpro of Western Lancaster County and East York,"218 Hershey Road

Elizabethtown
PA
17022-8629",(717) 665-1270,https://www.servpro.com/locations/pa/servpro-of-western-lancaster-county?utm_medium=yext&utm_source=,Fire & Water Restoration,,https://business.ycea-pa.org/list/member/servpro-of-western-lancaster-county-and-east-york-23455
Shippensburg University Small Business Development Center,"1871 Old Main Drive

Shippensburg
PA
17257",(717) 477-1935,http://www.ship.edu/sbdc,Business Services,,https://business.ycea-pa.org/list/member/shippensburg-university-small-business-development-center-18509
Simply Kashonna LLC,"92 Theater Lane

York
PA
17402",(833) 888-2169,http://www.leadersmoveforward.com,Workforce Development,,https://business.ycea-pa.org/list/member/simply-kashonna-llc-23274
"Site Design Concepts, Inc.","127 W Market St, Ste 200

York
PA
17401",(717) 757-9414,http://www.sitedc.com,Consultants - Engineering,,https://business.ycea-pa.org/list/member/site-design-concepts-inc-4867
"Snoke Dubbs Law, Inc.","204 Saint Charles Way
Suite F

York
PA
17402",(717) 430-6730,http://www.snokebusinesslaw.com,Attorneys,,https://business.ycea-pa.org/list/member/snoke-dubbs-law-inc-18853
Solid Growth Properties,"York
Pa
17403",717-356-0356,http://www.solidgrowthproperties.com,Real Estate - Commercial,,https://business.ycea-pa.org/list/member/solid-growth-properties-york-22195
Sonnewald Natural Foods,"4796 Lehman Rd

Spring Grove
PA
17362-7703",(717) 225-3825,http://www.sonnewald.org,Health & Nutrition,,https://business.ycea-pa.org/list/member/sonnewald-natural-foods-5234
Southern York County Business Association,"644 Shrewsbury Commons Ave, #252

Shrewsbury
PA
17361-0322",(717) 846-8846,http://www.sycba.com,Business Associations,,https://business.ycea-pa.org/list/member/southern-york-county-business-association-15974
Staffing Service USA,"2450 N George St

York
PA
17406",(717) 854-9900,http://www.staffingServiceusa.com,Employment Services,,https://business.ycea-pa.org/list/member/staffing-service-usa-19347
Standout Career Guide,"York
PA
17406",(717) 340-3889,http://www.standoutcareer.com,Leadership Development,,https://business.ycea-pa.org/list/member/standout-career-guide-york-23679
Staub & Associates,"1600 Sixth Ave, Ste 104

York
PA
17403",(717) 792-9144,http://www.getano.sandler.com,Business Services,,https://business.ycea-pa.org/list/member/staub-associates-1528
Stefko Consulting LLC,"170 FRANK DR

York
PA
17402",(717) 808-5196,https://stefkoconsulting.com/,Consultants - Engineering,,https://business.ycea-pa.org/list/member/stefko-consulting-llc-york-23038
"Stock and Leader, Attorneys at Law","221 W Philadelphia St, Ste E600

York
PA
17401-2994",(717) 846-9800,http://www.stockandleader.com,Attorneys,,https://business.ycea-pa.org/list/member/stock-and-leader-attorneys-at-law-946
Storage Sense York Marketplace,"2532 East market St

York
PA
17402",(717) 703-0911,https://www.storagesense.com/,Moving & Storage,,https://business.ycea-pa.org/list/member/storage-sense-york-marketplace-23203
"Susquehanna Real Estate, LP","140 E Market St

York
PA
17401",(717) 852-2365,http://www.susquehanna-realestate.com,Real Estate - Commercial,,https://business.ycea-pa.org/list/member/susquehanna-real-estate-lp-1568
Susquehanna SCORE,"410 Kings Mill Rd.

York
PA
17401",(717) 845-8830,http://www.Susquehanna.score.org,Consultants - Business,,https://business.ycea-pa.org/list/member/susquehanna-score-3749
TempStar Staffing,"1431 N George St

York
PA
17404",(717) 848-1100,http://www.tempstarstaffing.com,Employment Services,,https://business.ycea-pa.org/list/member/tempstar-staffing-5219
The Bowman Agency,"PO Box 4071

Lancaster
PA
17604",(717) 898-7716,http://www.thebowmanagency.com,Personal Services,,https://business.ycea-pa.org/list/member/the-bowman-agency-213
"The Mop Ladies Cleaning Service, LLC","1806 Walnut Bottom Road

York
PA
17408-9479",(717) 650-2029,http://www.themopladiescleaningservicellc.com,Cleaning & Janitorial Services,,https://business.ycea-pa.org/list/member/the-mop-ladies-cleaning-service-llc-york-19034
Top Tier K9 York,"1212 Devers Rd

York
PA
17404",(443) 289-5357,http://www.toptierk9.com/york-pa,Pet Industry,,https://business.ycea-pa.org/list/member/top-tier-k9-york-23873
"Transportation Resource Group, Inc.","2 E Market St #2

York
PA
17401-1206",(717) 846-4660,http://www.consulttrg.com,Consultants - Engineering,,https://business.ycea-pa.org/list/member/transportation-resource-group-inc-1618
"Tremitiere Trauma Recovery, LLC","805 South George Street

York
PA
17403",(717) 855-5377,https://ttraumar.wixsite.com/my-vxw-site-d7sy59,Counselors,,https://business.ycea-pa.org/list/member/tremitiere-trauma-recovery-llc-23657
TriStarr,"2201 Oregon Pike

Lancaster
PA
17601",(717) 560-2111,http://tristarrjobs.com,Employment Services,,https://business.ycea-pa.org/list/member/tristarr-23443
"TRUE Commercial Real Estate, LLC","1018 North Christian Street
Suite 206

Lancaster
PA
17602",(717) 850-8783,http://www.truecommercial.com,Real Estate - Commercial,,https://business.ycea-pa.org/list/member/true-commercial-real-estate-llc-23061
UniFirst Corporation,"8176 Presidents Drive
Suite I

Hummelstown
PA
17036",(717) 566-7950,http://www.unifirst.com,Uniforms,,https://business.ycea-pa.org/list/member/unifirst-corporation-22737
Urban Landmines LLC,"10 E Maple St

Wrightsville
PA
17368",(717) 880-7530,http://Www.urbanlandmines.com,Animals - Pet Care,,https://business.ycea-pa.org/list/member/urban-landmines-llc-22979
Vector Security,"3549 Hempland Rd.
Suite C

Lancaster
PA
17601",(717) 285-0050,http://Vectorsecurity.com,Security Services & Systems,,https://business.ycea-pa.org/list/member/vector-security-23865
"Wagner-Elfner and Burg Funeral Home & Cremation Services, Inc.","134 W. Broadway

Red Lion
PA
17356",(717) 244-4567,http://www.wagner-elfner-burg.com,Funeral Directors,,https://business.ycea-pa.org/list/member/wagner-elfner-and-burg-funeral-home-cremation-services-inc-23832
Warehaus,"231 N. George Street

York
PA
17401",(717) 845-8383,http://www.warehausae.com,Consultants - Engineering,,https://business.ycea-pa.org/list/member/warehaus-944
Weinstein Realty Consultants,"15 N Cherry Ln

York
PA
17401",(717) 848-6777,http://www.weinsteinrealty.com,Real Estate - Appraisal Services,,https://business.ycea-pa.org/list/member/weinstein-realty-consultants-york-1701
"Wherley Generations, Inc.","3001 W Market St, Ste A

York
PA
17404-5730",(717) 792-0033,http://www.wherleymovers.com,Moving & Storage,,https://business.ycea-pa.org/list/member/wherley-generations-inc-959
"Winter Engine-Generator Service, Inc.","715 Vogelsong Rd

York
PA
17404-1765",(717) 848-3777,http://www.winterenggen.com,Generator Sales & Service,,https://business.ycea-pa.org/list/member/winter-engine-generator-service-inc-york-1747
"Women's Network of York, Inc.","PO Box 3226

York
PA
17402",(717) 495-7527,https://www.womensnetworkofyork.com/,Business Associations,,https://business.ycea-pa.org/list/member/women-s-network-of-york-inc-15030
Women's Referral Exchange Network,"PO Box 7364

York
PA
17404",(717) 854-1589,http://www.wrenofyork.com,Business Associations,,https://business.ycea-pa.org/list/member/women-s-referral-exchange-network-16101
Wyndham Garden York,"2000 Loucks Rd

York
PA
17408",(717) 846-9500,http://www.wgyorkpa.com,Hotels & Motels,,https://business.ycea-pa.org/list/member/wyndham-garden-york-1437
Yohn Property Management,"96 S GEORGE STREET
SUITE 440

York
PA
17401",(717) 870-3089,http://yohnproperties.com,Real Estate - Property Management,,https://business.ycea-pa.org/list/member/yohn-property-management-23765
York County Chamber of Commerce,"144 Roosevelt Ave.

York
PA
17401",(717) 848-4000,http://www.ycea-pa.org,Chamber of Commerce,,https://business.ycea-pa.org/list/member/york-county-chamber-of-commerce-18982
York County Economic Alliance,"144 Roosevelt Ave, Ste 100

York
PA
17401-3333",(717) 848-4000,http://www.yceapa.org,Economic Development,,https://business.ycea-pa.org/list/member/york-county-economic-alliance-3896
York County Economic Development Corp.,"144 Roosevelt Ave.

York
PA
17404",(717) 848-4000,,Economic Development,,https://business.ycea-pa.org/list/member/york-county-economic-development-corp-york-18835
York County School of Technology,"2179 S Queen St

York
PA
17402",(717) 741-0820,http://www.ytech.edu,Consultants - Training,,https://business.ycea-pa.org/list/member/york-county-school-of-technology-1813
York Day Early Learning,"450 E Philadephia St

York
PA
17403",(717) 854-3923,http://www.yorkdaynursery.net/,Childcare,,https://business.ycea-pa.org/list/member/york-day-early-learning-1830
York Young Professionals,"PO Box 2721

York
PA
17405",,http://www.yorkyp.com,Business Associations,,https://business.ycea-pa.org/list/member/york-young-professionals-18556
Yorktowne Settlement Co.,"1500 E Market St

York
PA
17403-1255",(717) 840-4422,http://www.yorktownesettlement.com,Title Services,,https://business.ycea-pa.org/list/member/yorktowne-settlement-co-1898
ZenBusiness,"5511 Parkcrest Drive
Suite 103

Austin
TX
78731",,https://www.zenbusiness.com/,Business Services,,https://business.ycea-pa.org/list/member/zenbusiness-23565
BeBalanced Hormone Weight Loss Center,"2331 E. Market St

York
PA
17402",(717) 673-7046,https://www.bebalancedcenters.com/find-a-center/york/,Health & Nutrition,,https://business.ycea-pa.org/list/member/bebalanced-hormone-weight-loss-center-21029
Hanover Area Chamber of Commerce,"146 Carlisle St

Hanover
PA
17331",(717) 637-6130,http://www.hanoverchamber.com,Chamber of Commerce,,https://business.ycea-pa.org/list/member/hanover-area-chamber-of-commerce-3779
